timestamp,product_id,quantity
2022-03-01 09:00:00,00e120bb-89d6-4df5-bc48-a051148e3d03,3
2022-03-01 09:00:00,01f3cdd9-8e9e-4dff-9b5c-69698a0388d0,3
2022-03-01 09:00:00,03a2557a-aa12-4add-a6d4-77dc36342067,3
2022-03-01 09:00:00,049b2171-0eeb-4a3e-bf98-0c290c7821da,7
2022-03-01 09:00:00,04da844d-8dba-4470-9119-e534d52a03a0,11
2022-03-01 09:00:00,081dd786-e277-4e48-9ffa-b3096d4e9400,4
2022-03-01 09:00:00,088aa3ae-70f3-45af-8d63-15102b71bead,8
2022-03-01 09:00:00,0ddc2379-adba-4fb0-aa97-19fcafc738a1,3
2022-03-01 09:00:00,0f493675-d59d-45dd-9406-084932bf41c1,1
2022-03-01 09:00:00,11d26d48-e57a-499c-9415-aab3f7294615,4
2022-03-01 09:00:00,146d5e4d-992a-4db7-904d-b8af359b80a7,1
2022-03-01 09:00:00,14736243-d346-438f-9535-d80fcb9f3882,6
2022-03-01 09:00:00,1cf0b205-85d0-4f17-86e7-5f4a3b309f5e,3
2022-03-01 09:00:00,1dbe2caf-d1ed-486d-be49-13697c170a30,3
2022-03-01 09:00:00,2360f50e-a196-42a0-82c2-b4f58de498e8,5
2022-03-01 09:00:00,23c1adc0-a09c-4e0d-a383-5d58fe4c357c,5
2022-03-01 09:00:00,29110d35-9473-4ae4-b971-0fb62825aa9a,2
2022-03-01 09:00:00,29b1e0a9-df6c-40d2-967e-90e4befcb06b,3
2022-03-01 09:00:00,2b7c0e5d-3f56-4549-bb71-9a46fb975652,2
2022-03-01 09:00:00,2c50b273-ed34-4917-a78b-67e98dc6b7b2,3
2022-03-01 09:00:00,2cee124c-ca13-4b13-a20a-253900ca2b81,2
2022-03-01 09:00:00,300c185b-024a-42f0-8156-05f36f9a8d04,3
2022-03-01 09:00:00,31190612-98dd-4b3d-a6f8-48fcad8de8dc,3
2022-03-01 09:00:00,323bd298-7417-45df-b9a6-28bfd9c5b09a,2
2022-03-01 09:00:00,32a2ea10-8010-4046-bf34-2117692ebd4a,1
2022-03-01 09:00:00,35d6f292-4da6-4fde-8d88-f32159ceeeef,2
2022-03-01 09:00:00,39a238d9-af77-43ec-8f80-18a790972eb0,4
2022-03-01 09:00:00,39d8c44f-8da7-41f6-89dd-6f928ecd0a2c,1
2022-03-01 09:00:00,3bc41fec-bf85-4354-b832-d56751d2f283,6
2022-03-01 09:00:00,3bc6c1ea-0198-46de-9ffd-514ae3338713,1
2022-03-01 09:00:00,3c5686eb-27fd-4ff2-80a5-975cc1898d40,3
2022-03-01 09:00:00,3cf08828-7cff-47f4-8bfb-1c7aa3b2b407,3
2022-03-01 09:00:00,3dfcdda6-5fd8-498d-8825-2a7af5da3a09,4
2022-03-01 09:00:00,4111902b-5c4f-4f6f-8768-557f1ca3f8d4,7
2022-03-01 09:00:00,49182318-bcee-4a4b-9b4b-876796e4db12,4
2022-03-01 09:00:00,4e4ad9f3-86ca-44a3-bb89-9256bde27f9e,3
2022-03-01 09:00:00,4e7af07f-e739-4e42-b4a8-b3758acc1e8f,4
