timestamp,product_id,estimated_stock_pct
2022-03-01 09:00:00,00e120bb-89d6-4df5-bc48-a051148e3d03,0.89
2022-03-01 09:00:00,01f3cdd9-8e9e-4dff-9b5c-69698a0388d0,0.14
2022-03-01 09:00:00,01ff0803-ae73-4234-971d-5713c97b7f4b,0.67
2022-03-01 09:00:00,0363eb21-8c74-47e1-a216-c37e565e5ceb,0.82
2022-03-01 09:00:00,03f0b20e-3b5b-444f-bc39-cdfa2523d4bc,0.05
2022-03-01 09:00:00,0998699f-2fec-454e-b8b0-4f701947fef6,0.1
2022-03-01 09:00:00,0cb046e3-a86b-47ae-9751-3b0f9c596f99,0.83
2022-03-01 09:00:00,0cc2986e-934c-447e-8f7b-a57b2ceb8693,0.67
2022-03-01 09:00:00,0ddc2379-adba-4fb0-aa97-19fcafc738a1,0.35
2022-03-01 09:00:00,0ec3890d-f4be-48a4-9358-291b3da7f578,0.9199999999999999
2022-03-01 09:00:00,0f80f0b5-2488-46e1-a8b7-8bb24be25a40,0.35
2022-03-01 09:00:00,100ab1ec-39f5-41bd-984f-485039575827,0.17333333333333334
2022-03-01 09:00:00,107cb949-f28d-4a4d-969b-05d17f0f53a8,0.335
2022-03-01 09:00:00,146d5e4d-992a-4db7-904d-b8af359b80a7,0.48
2022-03-01 09:00:00,14736243-d346-438f-9535-d80fcb9f3882,0.67
2022-03-01 09:00:00,1648aa68-761e-439c-88d0-9e4163103fef,0.92
2022-03-01 09:00:00,1862b01f-6852-447c-9c36-5e50f1def7ab,0.345
2022-03-01 09:00:00,19ab62ef-c7aa-4035-a0fc-7c7d64721cda,0.76
2022-03-01 09:00:00,1af1cbf1-e439-4cb4-937f-be983d8ffd29,0.735
2022-03-01 09:00:00,1c459fbc-e9b9-43a3-91ef-e4f2d733ea4b,0.17
2022-03-01 09:00:00,1cf0b205-85d0-4f17-86e7-5f4a3b309f5e,0.88
2022-03-01 09:00:00,1dbe2caf-d1ed-486d-be49-13697c170a30,0.5
2022-03-01 09:00:00,212740e6-e5ff-4aeb-9924-bccc96ba0ab1,0.71
2022-03-01 09:00:00,21a3dbd8-8da7-4c22-ac53-08945fcb7cc6,0.84
2022-03-01 09:00:00,21f8aa00-bc6e-4c9d-8acf-2d3bb740f30b,0.64
2022-03-01 09:00:00,251f34cc-0a9b-4b24-b20c-fc19439e250b,0.65
2022-03-01 09:00:00,26583d39-21dd-4404-9f95-ceda18a26be4,0.44
2022-03-01 09:00:00,28fa4260-811e-46d7-9af7-1bb96bd694b5,0.76
2022-03-01 09:00:00,29110d35-9473-4ae4-b971-0fb62825aa9a,0.36333333333333334
2022-03-01 09:00:00,2cee124c-ca13-4b13-a20a-253900ca2b81,0.65
2022-03-01 09:00:00,2d2a0893-437e-4e57-94cf-d60deef4fcb5,0.28
2022-03-01 09:00:00,3061055c-3ff5-4208-8041-5ae0edb3d94d,0.74
2022-03-01 09:00:00,323dac6f-7870-4360-99a7-3ee01f9aa0e9,0.22
2022-03-01 09:00:00,34b5e479-bbf6-46ce-9af8-5425f4bca83e,0.77
2022-03-01 09:00:00,35cebec1-30a4-4ec9-859a-019375890da7,0.88
2022-03-01 09:00:00,35d6f292-4da6-4fde-8d88-f32159ceeeef,0.5
2022-03-01 09:00:00,364035ab-945a-4c34-9734-5167b787ae5c,0.45
2022-03-01 09:00:00,39a238d9-af77-43ec-8f80-18a790972eb0,0.635
2022-03-01 09:00:00,39d8c44f-8da7-41f6-89dd-6f928ecd0a2c,0.63
2022-03-01 09:00:00,3bae2d8d-a9b7-46cf-ad0a-cf268768d934,0.335
2022-03-01 09:00:00,3bc41fec-bf85-4354-b832-d56751d2f283,1.0
2022-03-01 09:00:00,3c5686eb-27fd-4ff2-80a5-975cc1898d40,0.09
2022-03-01 09:00:00,3cf08828-7cff-47f4-8bfb-1c7aa3b2b407,0.64
2022-03-01 09:00:00,3e417ee2-f68c-4042-9f0e-b89ff3f14f62,0.24
2022-03-01 09:00:00,3fbf5c52-e83a-4476-8475-07ce81e1bdb8,0.73
2022-03-01 09:00:00,42d00f15-6ec0-48d8-9e0c-f1324dc1a4da,0.47
2022-03-01 09:00:00,440eb479-cf6a-4c55-ba8b-4475bc66dd06,0.195
2022-03-01 09:00:00,459e1043-9c56-4c44-8aab-0f384fed51af,0.8
2022-03-01 09:00:00,46867178-bebf-45ef-a894-5fd012d4cd4d,0.38
2022-03-01 09:00:00,486059c8-a06f-4c4d-9938-5e8cca00cbb7,0.12
2022-03-01 09:00:00,4a5b62f3-755f-4b82-9eaa-2e124d02d203,0.83
2022-03-01 09:00:00,4c105f9d-bb57-44e9-9c0a-410922e9214e,0.42
2022-03-01 09:00:00,4e5ee8d4-6c3e-4dc3-b5eb-99d72d1348f0,0.71
2022-03-01 09:00:00,508c8cb7-6447-4c2f-8843-84aeac9b0aad,0.1
2022-03-01 09:00:00,5ae51598-9593-4127-8b33-0fd8e108c8b1,0.17
2022-03-01 09:00:00,5da0c0fa-c01e-47a6-85b6-2bfb994fb96a,0.45
2022-03-01 09:00:00,6232cdff-0954-496a-b645-09c79abbd6e0,0.04
2022-03-01 09:00:00,64acbd3c-a762-471e-a155-81add019ba3b,0.5366666666666667
2022-03-01 09:00:00,67f98cd6-6042-45e7-9eba-5b996e105df1,0.5
2022-03-01 09:00:00,6880b9bc-31e4-470f-80d6-6a9088e1195a,0.19
2022-03-01 09:00:00,68edf843-f13c-4ac8-bcf7-b3062266dbbb,0.23
2022-03-01 09:00:00,69889c09-6d1a-4110-bb8b-a4670ab88ca6,0.17
