timestamp_stockagg,product_id_stockagg,estimated_stock_pct,timestamp_salesagg,product_id_salesagg,quantity_salesagg,timestamp_stocktemp,temp__sensor
2022-03-01 09:00:00,00e120bb-89d6-4df5-bc48-a051148e3d03,0.89,2022-03-01 09:00:00,00e120bb-89d6-4df5-bc48-a051148e3d03,3.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,01f3cdd9-8e9e-4dff-9b5c-69698a0388d0,0.14,2022-03-01 09:00:00,01f3cdd9-8e9e-4dff-9b5c-69698a0388d0,3.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,0ddc2379-adba-4fb0-aa97-19fcafc738a1,0.35,2022-03-01 09:00:00,0ddc2379-adba-4fb0-aa97-19fcafc738a1,3.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,146d5e4d-992a-4db7-904d-b8af359b80a7,0.48,2022-03-01 09:00:00,146d5e4d-992a-4db7-904d-b8af359b80a7,1.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,14736243-d346-438f-9535-d80fcb9f3882,0.67,2022-03-01 09:00:00,14736243-d346-438f-9535-d80fcb9f3882,6.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,1cf0b205-85d0-4f17-86e7-5f4a3b309f5e,0.88,2022-03-01 09:00:00,1cf0b205-85d0-4f17-86e7-5f4a3b309f5e,3.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,1dbe2caf-d1ed-486d-be49-13697c170a30,0.5,2022-03-01 09:00:00,1dbe2caf-d1ed-486d-be49-13697c170a30,3.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,29110d35-9473-4ae4-b971-0fb62825aa9a,0.363333,2022-03-01 09:00:00,29110d35-9473-4ae4-b971-0fb62825aa9a,2.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,2cee124c-ca13-4b13-a20a-253900ca2b81,0.65,2022-03-01 09:00:00,2cee124c-ca13-4b13-a20a-253900ca2b81,2.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,35d6f292-4da6-4fde-8d88-f32159ceeeef,0.5,2022-03-01 09:00:00,35d6f292-4da6-4fde-8d88-f32159ceeeef,2.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,39a238d9-af77-43ec-8f80-18a790972eb0,0.635,2022-03-01 09:00:00,39a238d9-af77-43ec-8f80-18a790972eb0,4.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,39d8c44f-8da7-41f6-89dd-6f928ecd0a2c,0.63,2022-03-01 09:00:00,39d8c44f-8da7-41f6-89dd-6f928ecd0a2c,1.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,3bc41fec-bf85-4354-b832-d56751d2f283,1.0,2022-03-01 09:00:00,3bc41fec-bf85-4354-b832-d56751d2f283,6.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,3c5686eb-27fd-4ff2-80a5-975cc1898d40,0.09,2022-03-01 09:00:00,3c5686eb-27fd-4ff2-80a5-975cc1898d40,3.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,3cf08828-7cff-47f4-8bfb-1c7aa3b2b407,0.64,2022-03-01 09:00:00,3cf08828-7cff-47f4-8bfb-1c7aa3b2b407,3.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,6232cdff-0954-496a-b645-09c79abbd6e0,0.04,2022-03-01 09:00:00,6232cdff-0954-496a-b645-09c79abbd6e0,1.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,6880b9bc-31e4-470f-80d6-6a9088e1195a,0.19,2022-03-01 09:00:00,6880b9bc-31e4-470f-80d6-6a9088e1195a,3.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,68edf843-f13c-4ac8-bcf7-b3062266dbbb,0.23,2022-03-01 09:00:00,68edf843-f13c-4ac8-bcf7-b3062266dbbb,3.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,6d3ccf80-5d87-42e8-94f9-2f4ec824e453,0.58,2022-03-01 09:00:00,6d3ccf80-5d87-42e8-94f9-2f4ec824e453,2.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,6e8ccbee-64de-4ef7-b63b-ff72818cb29b,0.55,2022-03-01 09:00:00,6e8ccbee-64de-4ef7-b63b-ff72818cb29b,2.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,6fdec15b-fd57-4920-a84f-211532cbe46a,0.48,2022-03-01 09:00:00,6fdec15b-fd57-4920-a84f-211532cbe46a,4.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,731d3051-6ab4-45a2-a5fd-b3b045ebb480,0.5675,2022-03-01 09:00:00,731d3051-6ab4-45a2-a5fd-b3b045ebb480,4.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,7b3efcb0-d2c6-4155-997f-758d80922ae6,0.606667,2022-03-01 09:00:00,7b3efcb0-d2c6-4155-997f-758d80922ae6,2.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,7c55cbd4-f306-4c04-a030-628cbe7867c1,0.62,2022-03-01 09:00:00,7c55cbd4-f306-4c04-a030-628cbe7867c1,6.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,0.605,2022-03-01 09:00:00,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,1.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,8720a88c-fc1f-449d-bfec-54e3d45cbd64,0.78,2022-03-01 09:00:00,8720a88c-fc1f-449d-bfec-54e3d45cbd64,2.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,8fa6efd6-0cd5-4263-9ca9-6b8fd6ef0e3e,0.99,2022-03-01 09:00:00,8fa6efd6-0cd5-4263-9ca9-6b8fd6ef0e3e,4.0,2022-03-01 09:00:00,-0.0288498
2022-03-01 09:00:00,981aca3e-e259-473e-a097-b2ee74bdc96e,0.36,2022-03-01 09:00:00,981aca3e-e259-473e-a097-b2ee74bdc96e,3.0,2022-03-01 09:00:00,-0.0288498
