timestamp,product_id,estimated_stock_percent,quantity,sensor_temp,unit_price,day,dayofweek,year,month,hour,category_baby products,category_baked goods,category_baking,category_beverages,category_canned foods,category_cheese,category_cleaning products,category_condiments and sauces,category_dairy,category_frozen,category_fruit,category_kitchen,category_meat,category_medicine,category_packaged foods,category_personal care,category_pets,category_refrigerated items,category_seafood,category_snacks,category_spices and herbs,category_vegetables
2022-03-01 09:00:00,00e120bb-89d6-4df5-bc48-a051148e3d03,0.89,3.0,-0.0288498,11.19,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,01f3cdd9-8e9e-4dff-9b5c-69698a0388d0,0.14,3.0,-0.0288498,1.49,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-03-01 09:00:00,0ddc2379-adba-4fb0-aa97-19fcafc738a1,0.35,3.0,-0.0288498,3.99,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,146d5e4d-992a-4db7-904d-b8af359b80a7,0.48,1.0,-0.0288498,8.19,1,1,2022,3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,14736243-d346-438f-9535-d80fcb9f3882,0.67,6.0,-0.0288498,1.49,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,1cf0b205-85d0-4f17-86e7-5f4a3b309f5e,0.88,3.0,-0.0288498,8.19,1,1,2022,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,1dbe2caf-d1ed-486d-be49-13697c170a30,0.5,3.0,-0.0288498,18.49,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,29110d35-9473-4ae4-b971-0fb62825aa9a,0.363333,2.0,-0.0288498,6.19,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-03-01 09:00:00,2cee124c-ca13-4b13-a20a-253900ca2b81,0.65,2.0,-0.0288498,5.49,1,1,2022,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,35d6f292-4da6-4fde-8d88-f32159ceeeef,0.5,2.0,-0.0288498,6.19,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-03-01 09:00:00,39a238d9-af77-43ec-8f80-18a790972eb0,0.635,4.0,-0.0288498,7.49,1,1,2022,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,39d8c44f-8da7-41f6-89dd-6f928ecd0a2c,0.63,1.0,-0.0288498,15.49,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,3bc41fec-bf85-4354-b832-d56751d2f283,1.0,6.0,-0.0288498,11.99,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,3c5686eb-27fd-4ff2-80a5-975cc1898d40,0.09,3.0,-0.0288498,6.49,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-03-01 09:00:00,3cf08828-7cff-47f4-8bfb-1c7aa3b2b407,0.64,3.0,-0.0288498,3.49,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-03-01 09:00:00,6232cdff-0954-496a-b645-09c79abbd6e0,0.04,1.0,-0.0288498,8.99,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-03-01 09:00:00,6880b9bc-31e4-470f-80d6-6a9088e1195a,0.19,3.0,-0.0288498,8.19,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-03-01 09:00:00,68edf843-f13c-4ac8-bcf7-b3062266dbbb,0.23,3.0,-0.0288498,0.49,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-03-01 09:00:00,6d3ccf80-5d87-42e8-94f9-2f4ec824e453,0.58,2.0,-0.0288498,16.19,1,1,2022,3,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,6e8ccbee-64de-4ef7-b63b-ff72818cb29b,0.55,2.0,-0.0288498,12.49,1,1,2022,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,6fdec15b-fd57-4920-a84f-211532cbe46a,0.48,4.0,-0.0288498,7.19,1,1,2022,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,731d3051-6ab4-45a2-a5fd-b3b045ebb480,0.5675,4.0,-0.0288498,14.19,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-03-01 09:00:00,7b3efcb0-d2c6-4155-997f-758d80922ae6,0.606667,2.0,-0.0288498,7.19,1,1,2022,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,7c55cbd4-f306-4c04-a030-628cbe7867c1,0.62,6.0,-0.0288498,0.19,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,0.605,1.0,-0.0288498,4.49,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,8720a88c-fc1f-449d-bfec-54e3d45cbd64,0.78,2.0,-0.0288498,8.19,1,1,2022,3,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,8fa6efd6-0cd5-4263-9ca9-6b8fd6ef0e3e,0.99,4.0,-0.0288498,1.49,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-03-01 09:00:00,981aca3e-e259-473e-a097-b2ee74bdc96e,0.36,3.0,-0.0288498,2.19,1,1,2022,3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,9e893e11-1646-4875-bc51-de14ed52b5ac,0.8,3.0,-0.0288498,11.99,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,a1958c40-eafa-47e8-8973-f561d284c97a,0.68,2.0,-0.0288498,13.19,1,1,2022,3,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,abc7ecb4-9cbf-4276-8d2d-7bdac2ae5e9f,0.12,3.0,-0.0288498,4.99,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-03-01 09:00:00,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,0.01,4.0,-0.0288498,3.99,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,add047b6-5946-49ff-8d86-17c0a7bfb763,0.63,3.0,-0.0288498,6.49,1,1,2022,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,adfbf330-cb1a-4c42-933d-f8fbee4696ad,0.11,6.0,-0.0288498,7.49,1,1,2022,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,b2dfc42b-cf7f-458d-a2d4-9640e19b5c73,0.415,1.0,-0.0288498,8.19,1,1,2022,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,b477c905-da78-4ed8-b047-0f64f9f386b6,0.69,4.0,-0.0288498,8.99,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-03-01 09:00:00,b9c11cb8-14ab-4d09-96ce-5ecf041999d3,0.18,2.0,-0.0288498,15.99,1,1,2022,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,bfb96a0d-e52e-4a88-8aba-ecb79e39441d,0.32,10.0,-0.0288498,1.99,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-03-01 09:00:00,c1ababe7-3f53-457b-8456-9effd86f18f1,0.91,4.0,-0.0288498,8.19,1,1,2022,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,cbab5824-54de-447f-8282-6683f5a27a47,0.01,1.0,-0.0288498,10.19,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-03-01 09:00:00,cc3a1429-09d7-4ded-bec3-7d90d1b344fc,0.34,6.0,-0.0288498,6.99,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-03-01 09:00:00,ce8f3a04-d1a4-43b1-a7c2-fa1b8e7674c8,0.26,5.0,-0.0288498,4.19,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-03-01 09:00:00,cee3e2b2-67e4-41a8-9ec5-8f9ddcd84435,0.555,2.0,-0.0288498,2.99,1,1,2022,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,d290d347-e0de-4970-a4bd-273ec4954bed,0.76,3.0,-0.0288498,5.99,1,1,2022,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,dcc48aec-f9dc-4338-95ec-0b449ea81778,0.38,3.0,-0.0288498,7.99,1,1,2022,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,e8f4deca-106d-423c-b365-bb4beedb1eb6,0.35,1.0,-0.0288498,3.19,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-03-01 09:00:00,ec4aa84b-bcb9-4b6a-b5ef-1ab2462e15a0,0.47,8.0,-0.0288498,2.99,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-03-01 09:00:00,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,0.5625,4.0,-0.0288498,4.99,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,ed7f6b14-67c9-42a4-8576-c803020eedda,0.8,1.0,-0.0288498,19.99,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-03-01 09:00:00,edf4ac93-4e14-4a3d-8c60-e715210cf3f9,0.11,1.0,-0.0288498,6.99,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-03-01 09:00:00,fbeb39cc-8cd0-4143-bdfb-77658a02dec9,0.645,6.0,-0.0288498,15.49,1,1,2022,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-03-01 10:00:00,0ddc2379-adba-4fb0-aa97-19fcafc738a1,0.495,4.0,1.28431,3.99,1,1,2022,3,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 10:00:00,146d5e4d-992a-4db7-904d-b8af359b80a7,0.17,2.0,1.28431,8.19,1,1,2022,3,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 10:00:00,14736243-d346-438f-9535-d80fcb9f3882,0.4,3.0,1.28431,1.49,1,1,2022,3,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 10:00:00,2913e825-a4cb-4ad7-8dbf-387af8a379ae,0.92,2.0,1.28431,5.99,1,1,2022,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-03-01 10:00:00,2c50b273-ed34-4917-a78b-67e98dc6b7b2,0.3,4.0,1.28431,16.49,1,1,2022,3,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 10:00:00,2cee124c-ca13-4b13-a20a-253900ca2b81,0.92,2.0,1.28431,5.49,1,1,2022,3,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 10:00:00,2d2a0893-437e-4e57-94cf-d60deef4fcb5,0.29,3.0,1.28431,5.49,1,1,2022,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-03-01 10:00:00,32a2ea10-8010-4046-bf34-2117692ebd4a,0.01,2.0,1.28431,3.19,1,1,2022,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022-03-01 10:00:00,3bc6c1ea-0198-46de-9ffd-514ae3338713,0.07,3.0,1.28431,3.99,1,1,2022,3,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 10:00:00,46867178-bebf-45ef-a894-5fd012d4cd4d,0.543333,5.0,1.28431,9.49,1,1,2022,3,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 10:00:00,508c8cb7-6447-4c2f-8843-84aeac9b0aad,0.11,2.0,1.28431,4.19,1,1,2022,3,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 10:00:00,6370633a-ac41-42a1-a29e-56c14d63786f,0.9,4.0,1.28431,2.49,1,1,2022,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-03-01 10:00:00,637f9056-b2c5-4376-9a0a-f3b188d7ca56,0.46,3.0,1.28431,17.19,1,1,2022,3,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-03-01 10:00:00,6e8ccbee-64de-4ef7-b63b-ff72818cb29b,0.88,2.0,1.28431,12.49,1,1,2022,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01 10:00:00,707e4237-191c-4cc9-85af-383a6c1cb2ab,0.65,1.0,1.28431,16.99,1,1,2022,3,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
